"taxon_list_id","taxon","tvk","level"
167,"Origanum vulgare","NBNSYS0000004207","wildflower"
167,"Orchis mascula","NBNSYS0000002326","wildflower"
167,"Ophioglossum vulgatum","NBNSYS0000002095","wildflower"
167,"Nymphaea alba","NBNSYS0000002757","wildflower"
167,"Nuphar lutea","NHMSYS0000461107","wildflower"
167,"Narthecium ossifragum","NHMSYS0000460927","wildflower"
167,"Moehringia trinervia","NBNSYS0000003058","wildflower"
167,"Mentha aquatica","NBNSYS0000004198","wildflower"
167,"Melica uniflora","NBNSYS0000002568","wildflower"
167,"Lythrum salicaria","NBNSYS0000003524","wildflower"
167,"Lysimachia vulgaris","NBNSYS0000003936","wildflower"
167,"Lysimachia nemorum","NBNSYS0000003934","wildflower"
167,"Lysichiton americanus","NHMSYS0000460540","wildflower"
167,"Lycopus europaeus","NBNSYS0000004206","wildflower"
167,"Plantago coronopus","NBNSYS0000004277","wildflower"
167,"Pinguicula vulgaris","NBNSYS0000004184","wildflower"
167,"Lotus pedunculatus","NBNSYS0000003260","wildflower"
167,"Lotus corniculatus","NBNSYS0000003258","wildflower"
167,"Lonicera periclymenum","NBNSYS0000004333","wildflower"
167,"Littorella uniflora","NBNSYS0000004280","wildflower"
167,"Linum catharticum","NBNSYS0000003145","wildflower"
167,"Leucanthemum vulgare","NBNSYS0000004464","wildflower"
167,"Lemna trisulca","NBNSYS0000002357","wildflower"
167,"Lathyrus pratensis","NBNSYS0000003301","wildflower"
167,"Lamium galeobdolon","NHMSYS0000460080","wildflower"
167,"Kickxia elatine","NBNSYS0000004075","wildflower"
167,"Juniperus communis","NBNSYS0000004634","wildflower"
167,"Iris pseudacorus","NBNSYS0000002269","wildflower"
167,"Heracleum sphondylium","NBNSYS0000003710","wildflower"
167,"Helianthemum nummularium","NHMSYS0000459266","wildflower"
167,"Hedera helix","NBNSYS0000003630","wildflower"
167,"Glechoma hederacea","NBNSYS0000004257","wildflower"
167,"Glaucium flavum","NBNSYS0000002774","wildflower"
167,"Mercurialis perennis","NBNSYS0000003721","wildflower"
167,"Menyanthes trifoliata","NBNSYS0000003976","wildflower"
167,"Geum urbanum","NBNSYS0000003361","wildflower"
167,"Geranium robertianum","NBNSYS0000003162","wildflower"
167,"Galium verum","NBNSYS0000004309","wildflower"
167,"Galium saxatile","NBNSYS0000004310","wildflower"
167,"Galium odoratum","NBNSYS0000004306","wildflower"
167,"Galium mollugo","NBNSYS0000004308","wildflower"
167,"Galium aparine","NBNSYS0000004319","wildflower"
167,"Fragaria vesca","NBNSYS0000003358","wildflower"
167,"Filipendula vulgaris","NBNSYS0000003315","wildflower"
167,"Filipendula ulmaria","NBNSYS0000003316","wildflower"
167,"Euphorbia helioscopia","NBNSYS0000003732","wildflower"
167,"Euphorbia amygdaloides","NBNSYS0000003741","wildflower"
167,"Erica tetralix","NBNSYS0000003903","wildflower"
167,"Erica cinerea","NBNSYS0000003909","wildflower"
167,"Epilobium hirsutum","NBNSYS0000003536","wildflower"
167,"Empetrum nigrum","NBNSYS0000004598","wildflower"
167,"Drosera rotundifolia","NBNSYS0000003519","wildflower"
167,"Dipsacus fullonum","NHMSYS0000523214","wildflower"
167,"Digitalis purpurea","NBNSYS0000004094","wildflower"
167,"Deschampsia cespitosa","NHMSYS0000458048","wildflower"
167,"Impatiens glandulifera","NBNSYS0000003189","wildflower"
167,"Ilex aquifolium","NBNSYS0000003194","wildflower"
167,"Hydrocotyle vulgaris","NBNSYS0000003633","wildflower"
167,"Hydrocharis morsus-ranae","NBNSYS0000002109","wildflower"
167,"Hyacinthoides non-scripta","NBNSYS0000002185","wildflower"
167,"Hippuris vulgaris","NBNSYS0000003614","wildflower"
167,"Hippocrepis comosa","NBNSYS0000003278","wildflower"
167,"Cynosurus cristatus","NBNSYS0000002563","wildflower"
167,"Cuscuta epithymum","NBNSYS0000004030","wildflower"
167,"Cryptogramma crispa","NHMSYS0000457743","wildflower"
167,"Cruciata laevipes","NBNSYS0000004304","wildflower"
167,"Crithmum maritimum","NBNSYS0000003687","wildflower"
167,"Crataegus monogyna","NBNSYS0000003430","wildflower"
167,"Crambe maritima","NBNSYS0000002821","wildflower"
167,"Corylus avellana","NBNSYS0000003839","wildflower"
167,"Colchicum autumnale","NBNSYS0000002189","wildflower"
167,"Clematis vitalba","NBNSYS0000002704","wildflower"
167,"Cirsium vulgare","NBNSYS0000004490","wildflower"
167,"Cirsium palustre","NBNSYS0000004491","wildflower"
167,"Cardamine pratensis","NBNSYS0000002872","wildflower"
167,"Capsella bursa-pastoris","NHMSYS0000456781","wildflower"
167,"Campanula rotundifolia","NBNSYS0000004288","wildflower"
167,"Campanula glomerata","NBNSYS0000004287","wildflower"
167,"Calystegia sepium","NHMSYS0000456325","wildflower"
167,"Caltha palustris","NBNSYS0000002691","wildflower"
167,"Calluna vulgaris","NBNSYS0000003902","wildflower"
167,"Buddleja davidii","NHMSYS0000456713","wildflower"
167,"Briza media","NBNSYS0000002565","wildflower"
167,"Blechnum spicant","NBNSYS0000002036","wildflower"
167,"Blackstonia perfoliata","NHMSYS0000456502","wildflower"
167,"Beta vulgaris","NBNSYS0000003106","wildflower"
167,"Bellis perennis","NBNSYS0000004445","wildflower"
167,"Aster tripolium","NBNSYS0000004422","wildflower"
167,"Asplenium trichomanes","NBNSYS0000002046","wildflower"
167,"Arum maculatum","NBNSYS0000002351","wildflower"
167,"Armeria maritima","NHMSYS0021060385","wildflower"
167,"Apium graveolens","NBNSYS0000003663","wildflower"
167,"Anthyllis vulneraria","NBNSYS0000003255","wildflower"
167,"Cirsium arvense","NBNSYS0000004492","wildflower"
167,"Cirsium acaule","NBNSYS0000004494","wildflower"
167,"Circaea lutetiana","NBNSYS0000003604","wildflower"
167,"Chrysosplenium oppositifolium","NBNSYS0000003510","wildflower"
167,"Chenopodium album","NHMSYS0000457251","wildflower"
167,"Ceterach officinarum","NHMSYS0100001007","wildflower"
167,"Ceratocapnos claviculata","NHMSYS0000457085","wildflower"
167,"Cerastium fontanum","NBNSYS0000003022","wildflower"
167,"Centranthus ruber","NBNSYS0000004346","wildflower"
167,"Centaurea scabiosa","NBNSYS0000004501","wildflower"
167,"Carex pendula","NHMSYS0000456886","wildflower"
167,"Carex paniculata","NBNSYS0000002464","wildflower"
167,"Anthriscus sylvestris","NBNSYS0000003641","wildflower"
167,"Antennaria dioica","NHMSYS0000455950","wildflower"
167,"Angelica sylvestris","NBNSYS0000003703","wildflower"
167,"Anemone nemorosa","NBNSYS0000002700","wildflower"
167,"Anagallis tenella","NBNSYS0000003942","wildflower"
167,"Anagallis arvensis","NBNSYS0000003943","wildflower"
167,"Alnus glutinosa","NHMSYS0000455771","wildflower"
167,"Allium ursinum","NBNSYS0000002205","wildflower"
167,"Alisma plantago-aquatica","NBNSYS0000002101","wildflower"
167,"Alchemilla alpina","NBNSYS0000003369","wildflower"
167,"Ajuga reptans","NBNSYS0000004269","wildflower"
167,"Achillea millefolium","NBNSYS0000004451","wildflower"
